row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-SF-OpenAI-2025,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2025&page_size=100,2026-09-14,"{""LQ-openai-2025"": ""\""count\"": 18""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2025,,OpenAI,,OPEN
O-SF-OpenAI-2026,,https://lda.gov/api/v1/filings/?client_name=OpenAI&filing_year=2026&page_size=100,2026-09-14,"{""LQ-openai-2026"": ""\""count\"": 9""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-OpenAI-2026,,OpenAI,,OPEN
O-SF-xAI-2019,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2019&page_size=100,2026-09-14,"{""LQ-xai-2019"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2019,,xAI,,OPEN
O-SF-xAI-2020,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2020&page_size=100,2026-09-14,"{""LQ-xai-2020"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2020,,xAI,,OPEN
O-SF-xAI-2021,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2021&page_size=100,2026-09-14,"{""LQ-xai-2021"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2021,,xAI,,OPEN
O-SF-xAI-2022,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2022&page_size=100,2026-09-14,"{""LQ-xai-2022"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2022,,xAI,,OPEN
O-SF-xAI-2023,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2023&page_size=100,2026-09-14,"{""LQ-xai-2023"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2023,,xAI,,OPEN
O-SF-xAI-2024,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2024&page_size=100,2026-09-14,"{""LQ-xai-2024"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2024,,xAI,,OPEN
O-SF-xAI-2025,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2025&page_size=100,2026-09-14,"{""LQ-xai-2025"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2025,,xAI,,OPEN
O-SF-xAI-2026,,https://lda.gov/api/v1/filings/?client_name=xAI&filing_year=2026&page_size=100,2026-09-14,"{""LQ-xai-2026"": ""\""count\"": 0""}","Sum of numeric amounts on latest eligible quarterly reports, all issues combined. Blank reports are not zero and are not added. Separately named intermediaries excluded from direct fees. Outside fees and company expenses overlap and must never be added. Latest year uses completed quarters only; no annualization. No numeric reports means OPEN, not zero spending.",No numeric eligible lobbying amount in this series/year,"An eligible public quarterly filing under the covered client identity, or a public corporate filing that establishes an additional attributable legal name; no parent/sibling attribution inferred.",SF-xAI-2026,,xAI,,OPEN
O-METRIC-NETCHOICE-2024-PROGRAM,,https://projects.propublica.org/nonprofits/full_text/202543119349300534/IRS990,2026-09-14,"22,621,094",The captured primary return does not provide the requested metric as a filled numeric field. Total expense is not substituted for program-service expense.,Requested financial metric unavailable,Public annual return or audited functional-expense statement giving this exact metric for the legal entity and period.,R-NETCHOICE-2024-REV-0534,PROGRAM,NETCHOICE,2024,OPEN
O-METRIC-NETCHOICE-2023-PROGRAM,,https://projects.propublica.org/nonprofits/full_text/202442499349300104/IRS990,2026-09-14,"15,278,276",The captured primary return does not provide the requested metric as a filled numeric field. Total expense is not substituted for program-service expense.,Requested financial metric unavailable,Public annual return or audited functional-expense statement giving this exact metric for the legal entity and period.,R-NETCHOICE-2023-REV-0104,PROGRAM,NETCHOICE,2023,OPEN
